id,created_at,updated_at,name,status,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,methodology,type,size,sustaincert_id
3552,2022-05-31T12:13:26Z,2023-06-16T11:26:11Z,S2 Cameroun (Noun and Mifi departments) Cookstove VPA 002 ,LISTED,Gold Standard for the Global Goals,60000,2022-01-01,2026-12-31,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,11462
3551,2022-05-31T06:54:13Z,2025-03-25T09:54:30Z,Zhangjiajie  Meitanwan MSW landfill site LFG recovery to power project ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,80388,2021-11-10,2026-11-09,ACM0001 Flaring or use of landfill gas,Biogas - Electricity,Large Scale,11538
3550,2022-05-30T05:54:50Z,2026-09-11T11:09:11Z,GS1385 Man and Man Enterprise Improved Cooking Stoves Programme in Ghana - VPA002 (Western Region),GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,413653,2021-07-12,2026-07-11,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,11564
3549,2022-05-30T05:52:11Z,2026-03-20T11:58:18Z,Programme of Activities for Shipping Energy Efficiency Retrofits,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,17790,2020-01-01,2024-12-31,,Energy Efficiency - Transport Sector,Small Scale,11577
3548,2022-05-24T06:18:38Z,2025-07-10T08:48:46Z,Improved Cookstove Distribution Project in India by EKIESL (VPA-001),LISTED,Gold Standard for the Global Goals,0,2022-01-12,2027-01-11,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Micro Scale,11543
3547,2022-05-13T03:44:12Z,2026-09-17T07:44:20Z,GS11450 - MicroEnergy Credits – Microfinance for Clean Energy Product Lines – India - CPA 02 - GS11474,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,58984,2015-02-27,2025-02-26,AMS-I.A. Electricity generation by the user,Energy Efficiency - Domestic,Small Scale,11474
3546,2022-05-11T08:16:56Z,2026-03-12T16:43:16Z,Santanasol 50MW PV Plant,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,72793,2022-04-25,2027-04-24,ACM0002 Grid-connected electricity generation from renewable sources,PV,Large Scale,11620
3545,2022-04-29T13:40:57Z,2026-09-01T09:11:42Z,Tutly Solar PV Plant in Uzbekistan,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,152058,2022-05-30,2027-05-29,,PV,Large Scale,11563
3544,2022-04-28T02:05:31Z,2024-03-08T08:17:42Z,Clean Cooking Programme for Biomass Gasification (PoA),GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2022-04-07,2027-04-06,Methodology for Metered & Measured Energy Cooking Devices,Energy Efficiency - Domestic,Micro scale,11508
3543,2022-04-26T06:10:27Z,2024-03-04T14:08:37Z,GS11508 VPA1: Clean Cooking with Biomass Gasification in Zambia,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,8952,2022-04-07,2027-04-06,Methodology for Metered & Measured Energy Cooking Devices,Energy Efficiency - Domestic,Micro scale,11509
3510,2022-04-18T04:27:27Z,2026-05-14T12:43:14Z,Anakot Thmei Safe Water Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,6225,2021-06-06,2026-06-05,,Energy Efficiency - Domestic,Small Scale,11466
3509,2022-04-15T01:31:48Z,2025-12-09T08:51:19Z,Yandun 8C Wind Farm Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,335134,2016-07-28,2026-07-27,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11558
3508,2022-04-15T01:23:14Z,2025-12-09T08:45:10Z,Yunxiao Zengjiang Wind Farm,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,45365,2016-01-31,2026-01-31,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11556
3507,2022-04-15T01:22:01Z,2025-12-09T08:50:34Z,CNOOC Weifang Binhai Wind Farm Phase II Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,81358,2016-07-01,2026-06-30,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11560
3506,2022-04-15T01:18:34Z,2025-12-09T09:00:46Z,CNOOC Pingyin Wind Farm Phase I project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,83913,2016-09-01,2026-08-31,,Wind,Large Scale,11559
3505,2022-04-14T06:15:36Z,2025-12-09T08:05:41Z,Dengzhou AMMS GHG Mitigation Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,461437,2021-09-01,2026-08-31,ACM0010 GHG emission reductions from manure management systems,Biogas - Heat,Large Scale,11595
3504,2022-04-14T06:06:17Z,2025-12-02T10:10:22Z,Hongwang Animal Manure Management System GHG Mitigation Project in Fangcheng County,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,314542,2021-08-12,2026-08-11,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11593
3503,2022-03-21T07:46:08Z,2026-07-01T05:42:15Z,GS11450 - MicroEnergy Credits – Microfinance for Clean Energy Product Lines – India - CPA 17 - GS11451,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,128446,2019-01-25,2024-01-24,,Energy Efficiency - Domestic,Small Scale,11451
3502,2022-03-17T06:05:33Z,2025-05-09T15:19:14Z,GS11450 - MicroEnergy Credits – Microfinance for Clean Energy Product Lines – India - CPA 32 - GS11452,LISTED,Gold Standard for the Global Goals,526580,2019-12-21,2024-12-20,AMS-I.A. Electricity generation by the user,Energy Efficiency - Domestic,Small Scale,11452
3501,2022-03-17T03:39:02Z,2026-06-24T12:54:14Z,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – India,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2015-02-27,2025-02-26,,Energy Efficiency - Domestic,Small Scale,11450
3500,2022-03-15T16:29:14Z,2026-09-09T13:05:02Z,Bundling of household biogas plants for thermal energy applications,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,36000,2021-03-01,2026-02-28,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Biogas - Heat,Small Scale,11539
3499,2022-03-15T06:33:57Z,2023-05-23T09:29:09Z,Livelihoods Chitetezo Mbaula Project ,LISTED,Gold Standard for the Global Goals,64829,2021-03-26,2026-03-25,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Large Scale,11471
3498,2022-03-14T15:04:04Z,2026-02-11T13:10:27Z,Central Area of Sanmenxia City Geothermal Based Space Heating System,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,59126,2021-01-28,2026-01-27,AM0072 Fossil Fuel Displacement by Geothermal Resources for Space Heating,Geothermal,Large Scale,11467
3497,2022-03-02T00:38:52Z,2025-02-13T09:37:17Z,"Implementation of Bio digestors in rural areas of Madhya Pradesh, India",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,48466,2020-12-15,2025-12-15,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Other,Small Scale,11455
3496,2022-02-16T11:19:28Z,2024-06-23T17:17:49Z,"Water and Climate VPA #1 – Madhya Pradesh, India",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,57775,2022-04-26,2027-04-25,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,11447
3463,2021-11-22T15:47:51Z,2026-09-15T11:29:10Z,GS1340 Efficient cookstoves in Burkina Faso – VPA-25 – Solidagro F3PA cookstoves in Passoré ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9700,2021-03-25,2031-03-24,,Energy Efficiency - Domestic,Micro Scale,11070
3462,2021-11-18T11:40:12Z,2026-06-01T15:33:15Z,Bundled household biogas plants project in Jammu and Punjab ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,40129,2020-12-15,2025-12-14,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Biogas - Heat,Small Scale,11441
3461,2021-11-16T09:43:26Z,2026-03-10T07:24:34Z,GS10884 - KOKO Kenya - Ethanol Cookstoves Program - CPA-0002,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,1081893,2020-08-28,2025-08-27,,Energy Efficiency - Domestic,Small Scale,11440
3460,2021-11-12T10:04:32Z,2025-11-28T07:17:29Z,Alternate Wetting and Drying Technology for Climate Compatible Rice Cultivation in Nepal plains ,LISTED,Gold Standard for the Global Goals,55575,2022-01-01,2027-01-01,,Other,Small Scale,11439
3459,2021-11-09T14:25:56Z,2026-09-11T11:15:45Z,SOLVATTEN Solar Safe Water Heater Kenya,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,50000,2022-11-01,2027-10-31,Other,Energy Efficiency - Domestic,Small Scale,11438
3458,2021-11-04T18:15:18Z,2026-09-22T08:22:17Z,Installation of Household biogas plants in India,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,35000,2020-11-23,2025-11-22,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Biogas - Heat,Small Scale,11437
3457,2021-11-04T16:51:17Z,2025-03-05T07:10:19Z,Parque Solar Zonaxol,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,57288,2026-12-01,2031-11-30,ACM0002 Grid-connected electricity generation from renewable sources,Other,Large Scale,11436
3456,2021-11-01T14:58:17Z,2025-12-17T07:30:14Z,GS10789 VPA7: Efficient and Clean Cooking for households in the Democratic Republic of Congo (DRC) ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,541507,2022-07-12,2027-07-11,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Large Scale,11435
3455,2021-11-01T14:24:14Z,2026-04-10T09:39:22Z,GS10789 VPA6: Efficient and Clean Cooking for households in Cote d’Ivoire ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,33796,2021-07-23,2026-07-22,,Energy Efficiency - Domestic,Large Scale,11434
3454,2021-11-01T10:31:53Z,2026-09-21T07:09:47Z,GS10789 VPA5: Efficient and Clean Cooking for households in the Democratic Republic of Congo (DRC),GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,57442,2021-01-01,2030-12-31,,Energy Efficiency - Domestic,Large Scale,11433
3453,2021-11-01T08:13:40Z,2026-09-18T13:00:02Z,GS10789 GS10791 RVPA-4: Efficient and Clean Cooking for households in Kenya,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,171888,2021-01-01,2025-12-31,,Energy Efficiency - Domestic,Large Scale,11432
3448,2021-10-26T17:40:34Z,2026-09-22T08:22:12Z,Installation of Household Biogas plants in various states of India,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,46657,2020-11-15,2025-11-14,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Biogas - Heat,Small Scale,11427
3447,2021-10-26T17:30:16Z,2026-09-18T10:29:29Z,Installation of Household Biogas plants in Punjab - 1,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,33000,2020-11-15,2025-11-14,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Biogas - Heat,Small Scale,11426
3446,2021-10-25T15:50:42Z,2025-05-09T15:19:13Z,"GS5658 VPA 41: Water is Life, Madagascar",LISTED,Gold Standard for the Global Goals,10000,2022-03-02,2027-03-01,GS Water Access and WASH Methodology v1.,Biogas - Electricity,Micro Scale,11425
3445,2021-10-20T10:21:47Z,2026-03-18T14:25:14Z,"The Breathing Space Improved Cooking Stoves Programme, India – VPA No. 16 Envirofit",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,114822,2021-08-30,2026-08-29,,Energy Efficiency - Domestic,Small Scale,11424
3444,2021-10-20T02:12:49Z,2026-08-19T11:38:36Z,160MW Balaoi & Caunayan Wind Energy Project,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,363894,2023-12-25,2028-12-24,,Wind,Large Scale,11423
3443,2021-10-19T07:33:50Z,2023-11-03T13:38:55Z,Make Wells Live,LISTED,Gold Standard for the Global Goals,58000,2022-03-01,2027-01-31,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,11422
3442,2021-10-14T12:12:47Z,2026-09-20T20:37:51Z,Ea Nam Wind Power Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,933236,2022-03-01,2027-02-28,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11421
3441,2021-10-10T02:59:41Z,2023-12-12T06:23:40Z,10MW Iris (Baruthankanda) Solar Power Project (2018-SOP-004-10.0MW) ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,15065,2019-02-08,2024-02-07,AMS-I.D. Grid connected renewable electricity generation,Other,Small Scale,11420
3440,2021-10-10T02:57:22Z,2023-12-12T06:23:33Z,10MW Anorchi Lanka (Baruthankanda) Solar Power Project (2018-SOP-003-10.0MW) ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,15065,2019-02-08,2024-02-07,AMS-I.D. Grid connected renewable electricity generation,Other,Small Scale,11419
3439,2021-10-10T02:53:52Z,2023-12-12T06:23:25Z,10MW Nedunkulam Solar PV Project (2018-SOP-002-10.0MW) ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,18984,2019-02-08,2024-02-07,AMS-I.D. Grid connected renewable electricity generation,Other,Small Scale,11418
3438,2021-10-10T02:49:18Z,2023-12-12T06:23:18Z,10MW Solar One Ceylon (Pudukadumalai) Solar Power Project (2018-SOP-001-10.0MW) ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,17969,2019-02-08,2024-02-07,AMS-I.D. Grid connected renewable electricity generation,Other,Small Scale,11417
3437,2021-10-10T02:39:54Z,2024-03-05T06:06:31Z,Programme of Activities for Small Scale Solar and Wind Power Generation in Sri Lanka ,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,67083,2019-02-08,2024-02-07,AMS-I.D. Grid connected renewable electricity generation,Other,Small Scale,11416
3436,2021-10-08T08:27:48Z,2026-03-06T17:56:01Z,Nhon Hoa 2 Wind Power Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,135655,2021-11-30,2026-11-29,,Wind,Large Scale,11415
3435,2021-10-08T06:17:31Z,2026-03-06T17:49:23Z,Nhon Hoa 1 Wind Power Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,135301,2021-11-30,2026-11-29,,Wind,Large Scale,11414
3434,2021-09-30T20:03:37Z,2025-03-25T07:09:22Z,Nexif Energy Ben Tre Wind Power Project,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,230512,2024-10-01,2029-09-30,ACM0002 Grid-connected electricity generation from renewable sources,Other,Large Scale,11413
3433,2021-09-28T12:31:11Z,2022-10-31T10:51:22Z,VPA 1: The MomCare Project,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,2665,2021-08-24,2026-08-23,Other,Energy Efficiency - Domestic,Small Scale,11412
3432,2021-09-28T11:47:55Z,2025-05-09T15:19:13Z,Sustainable Water Purification Programme,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,60000,2021-06-30,2026-06-29,Other,Energy Efficiency - Domestic,Small Scale,11411
3431,2021-09-27T20:04:01Z,2025-12-31T11:53:09Z,Greenlandfill_Meknès,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,64000,2023-01-01,2027-12-31,ACM0001 Flaring or use of landfill gas,"Biomass, or Liquid Biofuel - Cogeneration",Large Scale,11410
3430,2021-09-22T13:56:55Z,2026-01-21T13:14:38Z,Solar Water Heater Progam in India CPA-08 ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,43328,2021-12-16,2026-12-15,AMS-I.C. Thermal energy production with or without electricity,Solar Thermal - Heat,Small Scale,11409
3429,2021-09-21T15:02:50Z,2022-11-25T06:07:27Z,Solar systems for small businesses and households – CPA01,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,60000,2022-01-01,2032-01-01,AMS-I.A. Electricity generation by the user,Other,Small Scale,11408
3428,2021-09-21T14:56:38Z,2022-11-25T09:02:17Z,Solar systems for small businesses and households,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,60000,2022-01-01,2032-01-01,AMS-I.A. Electricity generation by the user,Other,Small Scale,11407
3426,2021-09-15T11:49:53Z,2026-07-14T12:38:48Z,ReNew Solar Power Project in AP ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,89622,2016-09-28,2026-09-27,,Solar Thermal - Electricity,Large Scale,11405
3425,2021-09-15T10:51:23Z,2026-07-14T12:30:36Z,Lingasugur Wind Power Project in Karnataka ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,75834,2016-08-05,2026-08-04,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11404
3424,2021-09-15T10:45:16Z,2025-12-30T02:27:01Z,Rajgarh Wind Power Project in Rajasthan ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,72085,2016-05-02,2026-05-01,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11403
3423,2021-09-15T10:37:51Z,2025-12-30T02:28:06Z,Mandsaur Wind Power Project in Madhya Pradesh ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,84956,2016-04-01,2026-03-31,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11402
3422,2021-09-15T10:21:40Z,2026-07-14T11:46:46Z,Bhesada Wind Power Project in Rajasthan,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,185075,2016-03-31,2026-03-30,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11401
3421,2021-09-15T06:17:53Z,2025-12-20T11:08:36Z,Fajina Geothermal Based Space Heating System,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,487050,2021-01-01,2025-12-31,AM0072 Fossil Fuel Displacement by Geothermal Resources for Space Heating,Geothermal,Large Scale,11400
3419,2021-09-14T13:55:17Z,2022-07-08T08:21:48Z,Biolite Solar Lighting Project in Rwanda,LISTED,Gold Standard for the Global Goals,63298,2020-09-15,2025-09-14,AMS-I.A. Electricity generation by the user,Energy Efficiency - Domestic,Small Scale,11398
3418,2021-09-14T13:09:26Z,2025-03-21T07:09:08Z,Biolite Solar Lighting Project in Malawi,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,84397,2020-09-15,2025-09-14,AMS-I.A. Electricity generation by the user,Energy Efficiency - Domestic,Small Scale,11397
3416,2021-09-14T07:31:19Z,2022-09-14T02:10:51Z,250 MW Wind Power Project by Mytrah Energy,LISTED,Gold Standard for the Global Goals,555699,2019-01-30,2024-01-29,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11395
3415,2021-09-13T21:20:42Z,2026-09-04T16:45:43Z,India Dairy Biogas Program,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,416214,2022-07-01,2027-06-30,GS TPDDTEC v 3.,Biogas - Heat,Large Scale,11394
3382,2021-09-13T16:09:39Z,2023-10-23T04:32:15Z,Ca Mau 1D Wind Power Plant,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,252641,2023-10-01,2028-09-30,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11393
3381,2021-09-13T04:35:00Z,2025-03-19T07:09:04Z,Hoa Binh 5 Wind Power Project – Phase 1,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,246056,2021-10-01,2026-09-30,ACM0002 Grid-connected electricity generation from renewable sources,Other,Large Scale,11392
3380,2021-09-10T17:49:29Z,2023-09-21T05:57:06Z,Installation of High Efficiency Firewood Cookstoves in Malawi  ,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,155993,2022-01-01,2026-12-31,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Large Scale,11359
3379,2021-09-09T10:15:41Z,2026-02-10T18:42:31Z,Efficient Kitchens in India,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,84502,2020-10-29,2025-10-28,,Energy Efficiency - Domestic,Large Scale,11358
3378,2021-09-08T13:22:14Z,2026-04-07T07:13:50Z,CPA # 6 Improved Cooking Stoves for Nigeria,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,38527,2020-12-31,2025-12-30,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,11357
3377,2021-09-08T07:54:55Z,2026-09-11T18:20:08Z,Fuel-Switch Project Deriving Carbon Assets from the Use of Non-Edible Raw Agriculture-Derived Oil System (NERADO System) To Replace Heavy Fuel Oil For Aluminum Dross Recycling In Malaysia ,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,1479,2022-05-15,2027-05-14,AMS-III.AS. Switch from fossil fuel to biomass in existing manufacturing facilities for non-energy applications,"Biomass, or Liquid Biofuel - Electricity",Small Scale,11356
3376,2021-09-07T09:37:54Z,2025-05-09T15:19:12Z,VPA - Spouts 9,LISTED,Gold Standard for the Global Goals,10000,2021-01-01,2025-12-31,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Micro Scale,11355
3375,2021-09-07T09:35:20Z,2025-05-09T15:19:12Z,VPA - Spouts 8,LISTED,Gold Standard for the Global Goals,10000,2021-01-01,2025-12-31,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Micro Scale,11354
3374,2021-09-07T09:28:10Z,2025-05-09T15:19:12Z,VPA - Spouts 7,LISTED,Gold Standard for the Global Goals,10000,2021-01-01,2025-12-31,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Micro Scale,11353
3373,2021-09-06T09:42:20Z,2025-07-10T13:50:22Z,Kenya biomass gasification for clean cooking,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9000,2021-09-29,2026-09-28,,Energy Efficiency - Domestic,Micro Scale,11352
3372,2021-09-05T10:07:02Z,2026-08-11T20:05:31Z,Thuan Nhien Phong Wind Farm,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,85736,2022-01-18,2027-01-17,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11351
3371,2021-09-03T09:13:58Z,2024-01-19T07:14:43Z,Lac Hoa Wind Power Project,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,88056,2022-08-01,2027-07-31,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11350
3370,2021-09-03T09:06:44Z,2024-01-19T06:49:24Z,Hoa Dong Wind Power Project,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,80378,2023-04-01,2028-03-31,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,11349
3365,2021-09-01T18:56:45Z,2026-09-21T10:15:10Z,BOR BIOGAS-SOLAR HYBRID PROJECT,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,191916,2022-08-14,2027-08-13,,Biogas - Electricity,Large Scale,11344
3364,2021-09-01T10:19:13Z,2025-02-21T08:54:30Z,GS10875 Namene Solar Lights Distribution Programme in Southern African Countries - Zimbabwe VPA 1 (GS 11343),GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,42605,2023-03-01,2028-02-29,AMS-III.AR. Substituting fossil fuel based lighting with LED lighting systems,Other,Small Scale,11343
3362,2021-08-27T17:22:02Z,2026-08-07T10:46:04Z,ADIYAMAN LANDFILL PLANT,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,102530,2022-03-01,2027-02-28,,Other,Large Scale,11341
3360,2021-08-27T09:36:07Z,2026-08-06T13:30:07Z,Kuzey Biogas Energy Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,70000,2023-06-13,2028-06-12,,Biogas - Electricity,Large Scale,11339
3359,2021-08-26T05:49:18Z,2025-12-05T16:05:49Z,Shuangbaotai Animal Manure Management System GHG Mitigation Project in Anhui Province,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,208966,2020-12-26,2025-12-25,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11338
3358,2021-08-26T05:23:25Z,2025-12-09T08:47:22Z,Shuangbaotai Animal Manure Management System GHG Mitigation Project in Jiangxi Province,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,473691,2020-12-07,2025-12-06,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11337
3357,2021-08-26T05:20:13Z,2025-12-15T05:08:58Z,Shuangbaotai Animal Manure Management System GHG Mitigation Project in Guangxi Province,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,280549,2021-01-20,2026-01-19,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11336
3356,2021-08-26T05:17:39Z,2025-12-10T12:34:17Z,Shuangbaotai Animal Manure Management System GHG Mitigation Project in Guangdong Province,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,268650,2020-12-20,2025-12-19,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11335
3355,2021-08-26T05:14:18Z,2025-11-28T16:22:14Z,Heilongjiang Swine Farm Animal Waste Management System GHG Mitigation Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,435352,2020-12-01,2025-11-30,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11334
3354,2021-08-26T05:08:31Z,2025-11-11T07:54:26Z,Swine Farm Animal Manure Management System GHG Mitigation Project in Hubei Province ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,292339,2021-01-01,2025-12-31,ACM0010 GHG emission reductions from manure management systems,Biogas - Electricity,Large Scale,11333
3352,2021-08-20T07:54:13Z,2026-09-11T04:14:50Z,Circle Gas LPG Smart Meter Program in Kenya,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,1949899,2020-09-02,2025-09-01,,Energy Efficiency - Domestic,Large Scale,11331
3351,2021-08-20T07:38:25Z,2025-10-20T17:02:10Z,Circle Gas LPG Smart Meter Program,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,80000,2020-09-02,2025-09-01,,Energy Efficiency - Domestic,Large Scale,11330
3350,2021-08-19T04:34:42Z,2023-05-30T09:01:44Z,Beam Mobility Micromobility ,LISTED,Gold Standard for the Global Goals,14000,2019-11-30,2039-11-30,AMS-III.BM: Lightweight two and three wheeled personal transportation version 1.0,Energy Efficiency - Transport Sector,Small Scale,11329
